"time (UTC)","pCO2 in water (ppm)","qc_pco2_water","pCO2 in air (ppm)","qc_pco2_air","O2 in water (%)","qc_o2_water","o2_air","O2 in air (%)"
"2023-09-15 15:00:00.000","526.63776","0","446.89948","0","19.287067","0","21.425692","0"
"2023-09-15 18:00:00.000","424.94003","0","444.14532","0","20.172756","0","21.734484","0"
"2023-09-15 21:00:00.000","780.4087","0","440.8848","0","19.356724","0","21.63879","0"
"2023-09-16 00:00:00.000","343.32675","0","416.44226","0","19.960518","0","21.38586","0"
"2023-09-16 03:00:00.000","508.78723","0","423.17603","0","20.138103","0","21.564137","0"
"2023-09-16 06:00:00.000","466.0362","0","431.814","0","20.172758","0","21.46328","0"
"2023-09-16 09:00:00.000","909.2014","0","444.1131","0","18.884136","0","21.281898","0"
"2023-09-16 12:00:00.000","641.3162","0","451.90237","0","18.613619","0","21.16121","0"
"2023-09-16 15:00:00.000","550.8157","0","450.77466","0","18.996033","0","21.344482","0"
"2023-09-16 18:00:00.000","462.49536","0","420.44827","0","19.720863","0","21.488106","0"
"2023-09-16 21:00:00.000","819.32764","0","409.05362","0","18.884657","0","21.293276","0"
"2023-09-17 00:00:00.000","872.68207","0","411.96515","0","18.348965","0","21.451206","0"
"2023-09-17 03:00:00.000","636.8691","0","411.78897","0","18.525517","0","21.416204","0"
"2023-09-17 06:00:00.000","531.76624","0","414.92688","0","18.938448","0","21.425516","0"
"2023-09-17 09:00:00.000","869.0031","0","430.25858","0","18.300516","0","21.269482","0"
"2023-09-17 12:00:00.000","921.5695","0","426.88223","0","17.836723","0","21.22328","0"
"2023-09-17 15:00:00.000","679.75653","0","424.35257","0","18.024136","0","21.255344","0"
"2023-09-17 18:00:00.000","529.03174","0","412.12537","0","18.708622","0","21.329657","0"
"2023-09-17 21:00:00.000","785.1905","0","411.8719","0","18.516724","0","21.339827","0"
"2023-09-18 00:00:00.000","861.7441","0","415.2531","0","18.184309","0","21.391893","0"
"2023-09-18 03:00:00.000","275.3843","0","418.08206","0","20.140347","0","21.318623","0"
"2023-09-18 06:00:00.000","330.71497","0","430.29193","0","20.771204","0","21.26017","0"
"2023-09-18 09:00:00.000","786.0059","0","414.3569","0","19.966208","0","21.342758","0"
"2023-09-18 12:00:00.000","930.90497","0","414.7117","0","19.02672","0","21.359137","0"
"2023-09-18 15:00:00.000","853.60944","0","415.88293","0","18.464138","0","21.357414","0"
"2023-09-18 18:00:00.000","551.48755","0","410.6838","0","19.097244","0","21.562582","0"
"2023-09-18 21:00:00.000","696.4017","0","411.60898","0","19.119656","0","21.52069","0"
